"id";"structures_id";"templates_id";"text";"mkdate";"chdate"
32;28;0;"<div><span>Aufgaben stellen ein Kondensat der Unterrichtsplanung dar, weil in ihre Gestaltung die jeweils getroffenen Planungsentscheidungen einfließen. Von diesen Entscheidungen hängt es zum Beispiel ab, ob Sie eher lernprozessanregende Aufgaben, Wiederholungs- oder Anwendungsaufgaben oder Aufgaben zur Leistungskontrolle stellen. Wichtige Aspekte beinahe aller Lernaufgaben sind dabei unter anderem, welche Bedeutung ihre Inhalte für die Schüler*innen haben und inwiefern sie deren fachliches Interesse wecken, ob Aufgaben hinreichend komplex reale Situationen abbilden und dabei stellvertretend für eine allgemeine Erkenntnis stehen, und ob Aufgaben einen Neuigkeitswert haben, dabei aber gleichzeitig angemessen schwierig und grundsätzlich bewältigbar sind. Für die Formulierung wirksamer Aufgabenstellungen gibt es zahlreiche Qualitätskriterien, die zum Beispiel ihre Funktion, ihre sprachliche Form oder ihren Aufbau betreffen.</span></div>
";"2020-08-31 20:16:42";"2020-09-01 13:25:38"
33;13;0;"<div><span>Unter allen Personenmerkmalen sagt das bereichsspezifische Vorwissen die Leistung von Schüler*innen am stärksten vorher – sogar stärker als Intelligenz. Während eine niedrige Intelligenz zumindest teilweise durch breites Wissen ausgeglichen werden kann, ist dies andersherum nicht so einfach möglich: Fehlendes Wissen kann nicht ohne Weiteres durch eine hohe Intelligenz ausgeglichen werden.</span></div>

<div><span>&nbsp;</span></div>

<div><span>Wenn man sich Wissen wie ein Netzwerk vorstellt, dann ergeben sich umso mehr Anknüpfungspunkte für neue Informationen, je mehr Wissen bereits vorhanden ist. Deshalb lässt sich grundsätzlich feststellen: Je mehr eine Person schon weiß, desto mehr versteht sie und desto mehr neues Wissen kann sie aufbauen. Aus diesem Grund ist insbesondere dann eine hohe Lernleistung zu erwarten, wenn Schüler*innen bereits über ein großes Domänenwissen verfügen (damit ist das Wissen innerhalb eines Inhaltsgebiets gemeint, z.B. in der Physik, im Schach oder im Fußball). Vorwissen kann allerdings auch problematisch sein. Das ist etwa dann der Fall, wenn es „kompartmentalisiert“ vorliegt, relevantes Wissen also getrennt voneinander abgespeichert wurde und deshalb Querverbindungen zwischen den Inhalten nicht erkannt werden. Ein anderes Hindernis können naive Konzepte darstellen, also eigene Vorstellungen von der Welt, die mit dem neuen Lerninhalt unvereinbar sind.</span></div>

<div><span>&nbsp;</span></div>

<div><span>Insgesamt ist ein Unterricht, der das Vorwissen von Schüler*innen berücksichtigt, effektiver, da er die Anbindung von neuen Lerninhalten an bestehende Wissenselemente ermöglicht. Eine solche Möglichkeit besteht allerdings nur, wenn das Vorwissen der Lernenden schon für die Unterrichtsplanung diagnostiziert und die weiteren Planungsentscheidung darauf ausgerichtet werden.</span></div>

<div><span>&nbsp;</span></div>

<div><span>Um das Vorwissen präzise feststellen zu können, ist es notwendig, ein Verständnis davon zu haben, was genau der Ausdruck „Vorwissen“ bedeutet: Mit Vorwissen ist all das strukturierte Wissen einer Person gemeint, das bereits vor dem Lernprozess, den Sie anstoßen möchten, vorhanden ist, und das für diesen Prozess zur Verfügung steht, wenn es aktiviert wird. Dabei kann Vorwissen bewusst oder unbewusst und inhaltlich in verschiedenen Formen vorliegen. Es wird zwischen deklarativem (wissen was), prozeduralem (wissen wie) und konditionalem (wissen wo und warum) Vorwissen unterschieden. Diese jeweiligen Vorwissensformen sollten in Abhängigkeit von den Lernzielen und dem Lerninhalt analysiert werden.</span></div>

<div><span>&nbsp;</span></div>

<div><span>Für die Unterrichtsplanung bedeutet die Analyse von Vorwissen</span></div>

<ul>
	<li><span>die Klärung von deklarativem, prozeduralem und konditionalem Vorwissen bei den Lernenden, das für das Unterrichtsthema relevant ist und Anknüpfungspunkte bietet,</span></li>
	<li><span>die Berücksichtigung von unbewusstem Vorwissen, das auch nicht ohne Weiteres versprachlicht werden kann,</span></li>
	<li><span>das Aufdecken von Wissensmängeln und die genauere Analyse, in welcher Hinsicht sie bestehen und wie weit sie zurückgehen, um dem Risiko zu begegnen, dass neue Inhalte gar nicht erst verstanden werden, weil den Lernenden Grundlagen fehlen,</span></li>
	<li><span>das Aufdecken von naiven Vorkonzepten der Lernenden, um diese gemeinsam reflektieren und mit wissenschaftlichen Konzepten vergleichen zu können, und</span></li>
	<li><span>das Aufdecken von kompartmentalisiertem Vorwissen, um im Unterricht Verbindungen zwischen bisher voneinander getrennt abgespeicherten Wissensbereichen schlagen zu können.</span></li>
</ul>
";"2020-08-31 20:16:42";"2020-09-01 13:16:33"
34;23;0;"<div><span>Diese Perspektive ist im Schwerpunkt eine fachwissenschaftliche, die auf die Frage zielt, was Sie im Unterricht mit den Lernenden besprechen möchten. Zur Beantwortung dieser Frage stellen Sie unter Rückgriff auf entsprechende fachwissenschaftliche Literatur den wissenschaftlichen Kenntnisstand zu dem gewählten Thema dar. Diese Darstellung bezieht sich dabei zum Beispiel auf den größeren Sachzusammenhang, in dem der Inhalt steht, die zentralen thematischen Elemente wie Annahmen, Begriffe oder Studienergebnisse, den Zusammenhang dieser Elemente oder die Unterscheidung von Bedeutungsschichten, also die Verbindung einzelner Inhaltselemente, wie sie sich aus unterschiedlichen Perspektiven zeigen. Da Inhalte zum Teil hochgradig komplex sind und eine Auswahl der darzustellenden Sachverhalte schwerfallen könnte, gilt es, die Sachanalyse in Verbindung mit den Zielen des Unterrichts und konkreten Fragestellung, die die Besprechung der Inhalte im Unterricht leiten sollen, zu denken.</span></div>
";"2020-08-31 20:16:42";"2020-09-01 13:14:23"
35;35;0;"<div><span>Mit der Frage nach der Zugänglichkeit sollten Inhalte daraufhin geprüft werden, ob sie anschaulich genug sind, die Lernenden zum zielorientieren Fragen anzuregen, das eigenständige Finden von Antworten zu unterstützen und ob durch sie selbst oder ergänzende Inhalte eine Anwendung des am Besonderen erschlossenen Allgemeinen auf weitere, vergleichbare beispielhafte Inhalte möglich wird.</span></div>
";"2020-08-31 20:16:42";"2020-09-01 13:17:02"
36;22;0;"<div><span>Feinziele sind die konkretesten Ziele. Anders als Richt- und Grobziele können sie nicht mehr den Kerncurricula entnommen werden, sondern müssen von Ihnen für jede Unterrichtsstunde und -sequenz neu formuliert werden. Dabei ist die Formulierung mithilfe von sogenannten Beobachtungsbegriffen, die ein sinnlich wahrnehmbares Verhalten beschreiben, so konkret, dass diese Ziele die Möglichkeit bieten, nicht beobachtbare Lernprozesse oder ‑ergebnisse präzise zu beschreiben und sie beobachtbar zu machen (Operationalisierung). In der Regel werden solche Lernzieloperationalisierungen dadurch vorgenommen, dass drei Komponenten bei der Feinzielformulierung berücksichtigt werden: Das genaue Endverhalten der Lernenden wird beschrieben, die Bedingungen, unter denen es gezeigt wird, werden benannt, und ein Maßstab, an dem die Qualität des gezeigten Endverhaltens festgemacht werden kann, wird bestimmt. Ein Beispiel – wiederum zur Konkretisierung des Grobzielbeispiels – wäre: „Die Schüler*innen können 10 vorgegebenen Geschäftsbriefen ohne Anrede von den 10 vorgegebenen Anredeformen mindestens 8 richtig zuordnen.“ Aufgrund ihres Grades an Konkretheit eignen sich diese Ziele für kurzfristige Planungshorizonte, also die Feinplanung einer Unterrichtsstunde oder -sequenz.</span></div>
";"2020-08-31 20:16:42";"2020-09-01 12:57:13"
37;-1;1;"<div><span>Bei der Unterrichtsplanung, die neben der Unterrichtsdurchführung und -analyse zu den Kernaufgaben von Lehrkräften gehört, wird Unterricht gedanklich vorweggenommen und dadurch Orientierung für seine Durchführung gegeben. Dieses Plug-in soll Ihnen dabei helfen, die Herausforderungen dieser komplexen Planungsaufgabe erfolgreich zu bewältigen.</span><br />
&nbsp;</div>

<div><span>Grundsätzlich besteht jede Unterrichtsplanung aus zwei Schritten: In einem ersten Schritt, der Strukturplanung, werden Planungsentscheidungen getroffen, die sich vor allem auf die konkreten Unterrichtsziele, -inhalte, -methoden und -medien beziehen. Dabei ist es wichtig, dass die jeweiligen Voraussetzungen der Schüler*innen und der Situation berücksichtigt werden. Diese Entscheidungen sind interdependent, sie hängen also wechselseitig voneinander ab. Für die Unterrichtsplanung lässt sich diese Interdependenz als Aufforderung verstehen, die Entscheidungen in den Planungsbereichen aufeinander abzustimmen. Das Ergebnis dieser Abstimmung sollte ein kohärenter, das heißt widerspruchsfreier und in sich stimmiger Plan sein. Wird z.B. im Fach Sport das Ziel angestrebt, die Kreativität der Schüler*innen im Tanzen zu fördern, dann wäre es ungünstig, wenn der Methodik des Unterrichts ausschließlich auf das Vor- und Nachmachen ausgerichtet wäre. Um die Wahrscheinlichkeit solch kohärenter Unterrichtsplanungen zu erhöhen, hilft es, die Planungsüberlegungen in einem schriftlichen Unterrichtentwurf festzuhalten. Die Verschriftlichung macht es nämlich einfacher, in der Vielzahl der Entscheidungen und ihren Verknüpfungen nicht den Überblick zu verlieren.</span><br />
&nbsp;</div>

<div><span>Zur Umsetzung der Strukturplanung in eine konkrete Abfolge von Lehr-Lernhandlungen schließt sich in einem zweiten Schritt die Verlaufsplanung an. Stark verallgemeinert werden bei diesem Schritt die Entscheidungen zur Strukturplanung in Lehr-Lernhandlungen überführt, für diese Handlungen die jeweiligen Folgen für die Lernprozesse bzw. deren Ergebnisse vorweggenommen und Maßnahmen der Überprüfung des Lern- und damit auch Ihres Lehrerfolgs festgelegt. In diesem Sinne geht mit der Aufgabe der Unterrichtsplanung immer auch die Entwicklung von sogenannten Handlungsskripts einher, durch die Sicherheit für die Durchführung des Unterrichts geschaffen werden soll. Die leitende Frage für die Erstellung solcher Skripts lautet, ob die Lehrhandlungen geeignete Auslöser für die beabsichtigten Lernprozesse darstellen und somit die Wahrscheinlichkeit des Lernerfolgs erhöhen. Beides, sowohl die Struktur- als auch die Verlaufsplanung, sollten konsequent von den Lernenden aus gedacht werden. Dabei sollte beide Planungsformen von der Frage geleitet sein, wie Sie die Lernprozesse der Lernenden durch ihren Unterricht bestmöglich anregen und begleiten können.</span><br />
&nbsp;</div>

<div><span>Dieses Plug-in unterstützt Sie bei der Strukturplanung einer Einzelstunde, indem</span></div>

<ul>
	<li>
	<div>es die Planungsbereiche aufzeigt, innerhalb derer Sie interdependente Planungsentscheidungen zu treffen haben,</div>
	</li>
	<li>
	<div>es Ihnen nähere Informationen zu diesen Planungsbereichen gibt und</div>
	</li>
	<li>
	<div>es Ihnen die Möglichkeit bietet, wechselseitig aufeinander bezogene Planungsentscheidungen zu dokumentieren und die Stimmigkeit Ihrer Planung zu prüfen.<br />
	&nbsp;</div>
	</li>
</ul>

<div><span>Im Anschluss an Ihre Strukturplanung bietet Ihnen das Plug-in die Gelegenheit, eine Tabelle zur Verlaufsplanung anzulegen und die Lehr-Lernhandlungen näher zu bestimmen.</span></div>
";"2021-07-08 12:32:54";"2021-07-19 15:34:25"
38;-2;1;"<span>Bevor Sie mit der Strukturplanung beginnen können, müssen Sie die grundlegenden Informationen (Schulform, Klassenstufe, Klassenstärke, Fach, etc.) zu dem Unterricht, den Sie planen, eingeben. Diese Informationen helfen Ihnen dabei, die Rahmenbedingungen Ihrer Stunde abzustecken und Ihre Planung im Plug-in außerdem schnell wiederzufinden. Achten Sie darauf, die Unterrichtsplanung vollständig zu anonymisieren, um die Persönlichkeit der Schüler*innen zu schützen und sicherzustellen, dass sämtliche Bestimmungen des Datenschutzes eingehalten werden.</span>";"2021-07-08 12:32:54";"2021-07-19 15:41:46"
39;-5;1;"<span>In der Verlaufsplanung wird die Strukturplanung in einen Lehr-Lernprozess überführt. Dazu werden konkrete Lehr-Lernhandlungen in ihrer Abfolge mitsamt den erwarteten Resultaten benannt, der zeitliche Rahmen für diese Handlungen abgesteckt und die Mittel bestimmt, die bei diesen Handlungen genutzt werden. Da der Schwerpunkt dieses Plug-ins auf der Strukturplanung liegt, ist die Verlaufsplanung nur noch tabellarisch abgebildet, sodass Sie Ihre Entscheidungen gebündelt eintragen können.</span>";"2021-07-08 12:32:54";"2021-07-19 19:41:05"
40;-3;1;"<div><span>Diese Übersicht, das Herzstück Ihres Plans, unterstützt Sie bei der Strukturplanung einer Einzelstunde, indem sie sechs Planungsbereiche aufzeigt, die für die Planung eines jeden Unterrichts bedeutsam sind: die Unterrichtsziele, ‑inhalte, ‑methoden und ‑medien sowie die individuellen und situativen Voraussetzungen der Schüler*innen und des Unterrichts. Alle sechs Bereich hängen voneinander ab, sie sind interdependent. Um einen stimmigen (kohärenten) Unterrichtsplan zu entwickeln, beschreiben Sie die Voraussetzungen Ihres Unterrichts und beziehen alle Planungsentscheidungen auf diese Voraussetzungen und auf die jeweils anderen, bereits getroffenen und noch zu treffenden Planungsentscheidungen.</span></div>

<div><span>&nbsp;</span></div>

<div><span>Die Interdependenz zwischen den Planungsbereichen wird in dieser Übersicht durch die kleinen Symbole in den Planungsbereichen gekennzeichnet. Diese Symbole können Sie zwar nicht auf dieser Übersichtsseite selbst, dafür aber auf der jeweiligen Planungsseite anklicken. Dabei signalisiert ein Klick auf die einzelnen Symbole in einem Ampelsystem, dass Sie die Planungsbereiche, für die diese Symbole stehen, innerhalb eines bestimmten Bereichs mitgedacht haben. Innerhalb des jeweiligen Planungsbereichs wird das entsprechende Symbol daraufhin grün eingefärbt. In der Planungsübersicht, also auf dieser Seite, wird dieses Symbol allerdings zunächst auf gelb gesetzt: Hier wird ein Symbol erst dann grün, wenn Sie zwei Planungsbereiche <strong>wechselseitig</strong> berücksichtigt und die entsprechenden Symbole innerhalb <strong>beider</strong> Bereiche angeklickt und auf grün gesetzt haben.</span></div>

<div><span>&nbsp;</span></div>

<div><span>Zusammenfassend symbolisieren die Farben dieses Ampelsystems also:</span></div>

<ul>
	<li><span>‚rot‘ sowohl innerhalb eines Planungsbereichs als auch in der Planungsübersicht = der andere Planungsbereich wurde noch nicht berücksichtigt</span></li>
	<li><span>‚grün‘ innerhalb eines Planungsbereichs = der andere Planungsbereich wurde mitgedacht</span></li>
	<li><span>‚gelb‘ in der Planungsübersicht = erst innerhalb eines Planungsbereichs wurde der andere Planungsbereich mitgedacht</span></li>
	<li><span>‚grün‘ in der Planungsübersicht = die jeweiligen Planungsbereiche zu diesem Symbol wurden innerhalb beider beteiligten Planungsbereiche mitgedacht</span></li>
</ul>

<div><span>&nbsp;</span></div>

<div><span>Angenommen also, Sie entscheiden sich für eine bestimmte Methode vor dem Hintergrund Ihres Themas. Im Planungsbereich Methodik markieren Sie das Symbol „Thema“ durch einen einfachen Mausklick, das Symbol wird im Planungsbereich Methodik grün. Zurück in der Übersicht hat sich das Symbol gelb verfärbt. Wenn Sie im Planungsbereich „Thema“ die Methode ebenfalls mitgedacht haben und das Symbol für Methodik anklicken, verfärbt sich nicht nur das Symbol Methodik im Planungsbereich Inhalt grün, sondern auch in der Planübersicht: Das grüne Symbol Methodik unter Inhalt und das grüne Symbol Inhalt unter Methodik zeigen an, dass Sie die Interdependenz zwischen Methodik und Thema berücksichtigt haben. Damit ist das Ampelsystem eine einfache Möglichkeit der Selbstkontrolle, die Ihnen zu jedem Zeitpunkt der Unterrichtsplanung vor Augen führt, welche Zusammenhänge zwischen den Planungsbereichen Sie bereits berücksichtigt haben.</span></div>
";"2021-07-08 12:32:54";"2021-07-19 15:37:56"
41;-4;1;"<div><span>Bevor Sie mit der Strukturplanung beginnen können, müssen Sie die grundlegenden Informationen (Schulform, Klassenstufe, Klassenstärke, Fach, etc.) zu dem Unterricht, den Sie planen, eingeben. Diese Informationen helfen Ihnen dabei, die Rahmenbedingungen Ihrer Stunde abzustecken und Ihre Planung im Plug-in außerdem schnell wiederzufinden. Achten Sie darauf, die Unterrichtsplanung vollständig zu anonymisieren, um die Persönlichkeit der Schüler*innen zu schützen und sicherzustellen, dass sämtliche Bestimmungen des Datenschutzes eingehalten werden.</span></div>

<div><span>&nbsp;</span></div>

<div><span>In dieser Übersicht über die Rahmenbedingungen Ihrer geplanten Stunde kann Ihr Plan außerdem unwiderruflich gelöscht werden.</span></div>
";"2021-07-08 12:32:54";"2021-07-19 15:40:45"
42;1;1;"<div><span>Bei der Beschreibung der situativen Voraussetzungen, die häufig auch als sozial-kulturelle Voraussetzungen bezeichnet werden, betrachten Sie die Schulklasse als soziales Gefüge, das durch die Zusammensetzung der Schüler*innen mit ihren individuellen Eigenschaften im Rahmen der Schule entsteht. </span></div>

<div><span>&nbsp;</span></div>

<div><span>Wichtige Aspekte der situativen Voraussetzungen sind</span></div>

<ul>
	<li><span>die Klassenkomposition,</span></li>
	<li><span>das soziale Klima in der Klasse,</span></li>
	<li><span>die räumlichen und zeitlichen Bedingungen des jeweiligen Unterrichts,</span></li>
	<li><span>die Situation der Schule,</span></li>
	<li><span>die Vorgaben aus dem (schulinternen) Lehrplan sowie</span></li>
	<li><span>die Stellung der Stunde in der Unterrichtseinheit.</span></li>
</ul>

<div><span>Alle diese Aspekte sollten so weit berücksichtigt werden, wie sie relevant für Ihren Unterricht sind.</span></div>
";"2021-07-08 12:32:54";"2021-07-19 15:43:18"
43;2;1;"<div><span>Der Unterricht ist für die Schüler*innen gedacht, weshalb er in erster Linie für sie geplant werden soll und die individuellen Voraussetzungen der Lernenden eine der wichtigsten Planungsgrößen darstellen.</span><br />
&nbsp;</div>

<div><span>Um Ihre weiteren Planungsentscheidungen auf diese Voraussetzungen beziehen zu können, müssen Sie die individuellen Lernvoraussetzungen der Lernenden analysieren. Erst dann wird es nämlich möglich, ein lernvoraussetzungsbezogenes unterrichtliches Angebot, einen sogenannten adaptiven Unterricht, zu konzipieren, das die Lernenden bestmöglich individuell fördern kann. Zu den individuellen Voraussetzungen gehören der bereichsspezifische Lern- und Entwicklungsstand (kognitive Lernvoraussetzungen, Vorwissen), die Interessen, die Einstellungen und die Motivation (affektive Lernvoraussetzungen) sowie das Arbeits- und Lernverhalten.</span></div>

<div><span>&nbsp;</span></div>

<div><span>Damit Sie aus der Vielzahl möglicher Merkmale der Lernenden diejenigen lernbereichsspezifischen aufdecken, die für einen lernwirksamen Unterricht notwendig sind, ist es wichtig, die Analyse dieser Voraussetzungen eng an den Lernzielen, dem Thema, den Methoden und den Medien zu orientieren. Je nach Lage des zu planenden Unterrichts und je nach Zeit, die Ihnen für die Planung zur Verfügung steht, lassen sich allerdings nicht alle der tatsächlichen Voraussetzungen auch diagnostizieren. Oft müssen die Voraussetzungen zum Beispiel mithilfe der curricularen Vorgaben für den vorangegangenen Unterricht erschlossen werden, sodass Ihre Analyse eher Annahmen über die Voraussetzungen beinhaltet. Diese Annahmen müssen während des Unterrichts und in seinem Anschluss daraufhin befragt werden, wie zutreffend sie waren.</span></div>
";"2021-07-08 12:32:54";"2021-07-19 19:17:21"
